,geo,text,user,location,Subject,state
310,, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…,HeatherThomasAF,"Santa Monica, CA  ",Joe Biden,California
315,," “Biden is running on the conviction that, despite it all, Americans deeply love their country, and viscerally long for its un…",janellesart,"New York, USA",Joe Biden,New York
316,, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…,SandyKAlano,"Apache Junction, AZ",Joe Biden,Arizona
318,," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…",luvsthesun22,"Toms River, NJ",Joe Biden,New Jersey
319,, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…,TheDaveDiem,"Brooklyn, NY",Joe Biden,New York
320,,The Polls are all saying BidenThe Pundits are rooting for BidenSocial Media is blocking conservative posts abou… ,mrbbaum,"Shawnee, OK",Joe Biden,Oklahoma
321,," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",lovetrumphate1,"New York, USA",Joe Biden,New York
323,," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…",mike_the_mauler,"Arizona, USA",Joe Biden,Arizona
329,," “Biden is running on the conviction that, despite it all, Americans deeply love their country, and viscerally long for its un…",Mike_not_a_bot,"North Carolina, USA",Joe Biden,North Carolina
336,, .: #BigTech is 'trying to elect Joe #Biden and destroy Pres. #Trump'She's right and we discussed how th…,Jlfairchild12,"Ohio, USA",Joe Biden,Ohio
337,,     The fact that your don’t realize that people w… ,PeopleVsCorrupt,"Wisconsin, USA",Joe Biden,Wisconsin
340,," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…",artdebogallery,Florida,Joe Biden,Florida
345,," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…",TBates314,"Missouri, USA",Joe Biden,Missouri
353,, So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since…,v_harber,"Florence, AL",Joe Biden,Alabama
354,, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…,PeterErlendson,"Boise, ID",Joe Biden,Idaho
362,, We're FIVE DAYS out from an election. Why are we JUST NOW finding out that Hunter Biden and possibly even Joe Biden are…,RP4970,"Naples, FL",Joe Biden,Florida
367,," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…",reevesdale11,"Washington, USA",Joe Biden,Washington
376,," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…",TrueloveJanet,North Carolina,Joe Biden,North Carolina
377,," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…",maureen90401,"Los Angeles, CA",Joe Biden,California
378,," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",CrippenLou,"Puyallup, WA",Joe Biden,Washington
382,," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…",MoniB777,"Manhattan, NY",Joe Biden,New York
385,," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…",RahsaanBall,Illinois ,Joe Biden,Illinois
386,," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…",azzaka,Arizona,Joe Biden,Arizona
388,, . tells  that Joe Biden's promise of a task force to reunite migrant children with their parents is his…,Donna_West,"Las Vegas, NV",Joe Biden,Nevada
389,, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…,Elizawe,"Nashville, TN",Joe Biden,Tennessee
398,, Joe Biden’s America  ,Dwillis81,"Rhode Island, USA",Joe Biden,Rhode Island
400,, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…,Bondgirl00422,"New York, USA",Joe Biden,New York
404,, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…,BIDEN_HARRIS__,"Virginia, USA",Joe Biden,Virginia
405,, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…,prieto1973,"Hialeah, Florida",Joe Biden,Florida
406,," Clarence Thomas’ wife amplifies ""unsubstantiated claims of corruption by Joe Biden"": report  #p…",RenaBlueDem,"Philadelphia, PA",Joe Biden,Pennsylvania
408,, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…,SandiJJohnson,California,Joe Biden,California
413,,“The Economist” Endorses Joe Biden | Diane Ravitch's blog -  via  ,coopmike48,California,Joe Biden,California
414,," When did  learn that his son, with whom he discussed foreign biz deals with China, was the target of a federal crimi…",therealpablo_v,Texas,Joe Biden,Texas
415,, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…,Cmusiclover,"California, USA",Joe Biden,California
417,, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…,LyndaGabarron,"Weston, FL",Joe Biden,Florida
418,, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…,dittxo,"Detroit, MI",Joe Biden,Michigan
419,, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…,kcruz14,"Georgia, USA",Joe Biden,Georgia
422,,A Joe Biden victory would have a sweeping impact on mergers and acquisitions — and the biggest loser might be priva… ,MsNabilaAhmed,New York,Joe Biden,New York
431,, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…,413_og,"Farmington, MN",Joe Biden,Minnesota
434,, “Reminder: The Chinese Communist Party is evil.And Joe Biden would rather make money from them than protect your family…,ymaroney1,"Port Jefferson, NY",Joe Biden,New York
435,," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…",broberts76,"Los Angeles, CA",Joe Biden,California
437,, 8. Let me add also that it was clear well before this that Hunter Biden acted unethically during the Obama administration. H…,SmithBlindlib5,"Vermont, USA",Joe Biden,Vermont
447,, You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…,erbrlob,"California, USA",Joe Biden,California
450,," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…",mikezarra,"San Diego, CA",Joe Biden,California
454,," We Have Been Warned: Joe Biden Promises ""Equality Act” and Openly Threatens Religious Freedom in Final Days of Presidential Elect…",amillaaaa,"Oxford, MA",Joe Biden,Massachusetts
457,, 10's of millions of people on both the left &amp; the right actually believe their guy in media.  They also BELIEVE govt stati…,PastorTithe,"Georgia, USA",Joe Biden,Georgia
466,,"  I love that, it reminds me of this 👇Joe Biden answers the webs most searched questions about him.. #BidenHarris…",Embroideries,Arizona,Joe Biden,Arizona
467,, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…,JoyPoos,"Illinois, USA",Joe Biden,Illinois
469,, You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…,jcwrites4free,"Lexington, KY",Joe Biden,Kentucky
470,, Trump has a personality you find offensive.Joe Biden is corrupt to the tune of hundreds of millions of dollars.If the…,GregorySimeroth,California,Joe Biden,California
475,," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…",ginieriley,"San Mateo, CA",Joe Biden,California
476,," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…",GMA4Trump_,"Choctaw, OK",Joe Biden,Oklahoma
484,, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…,AmyRaines8,"San Antonio, TX",Joe Biden,Texas
487,," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…",ClintonShea,"Devens,MA",Joe Biden,Massachusetts
492,," Most ""smart guys"" don't really take coke, screw hookers, and forget their laptops with family porn tapes at repair stores.…",R_Dub40,"Utah, USA",Joe Biden,Utah
493,, President  ran in 2016 because he loves our country.Joe Biden is running for another foreign paycheck.,vincejones13,"Kings Mills, OH",Joe Biden,Ohio
496,,  Ronan Farrow we' re not interested in fiction. Why don't you write about  Corrupt Joe Biden a… ,BrowerScot,"Honolulu, Hawaii ",Joe Biden,Hawaii
498,, President  ran in 2016 because he loves our country.Joe Biden is running for another foreign paycheck.,Covid19cleaner,"Houston, Texas",Joe Biden,Texas
502,, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…,paulmprosseda,"Berkeley, CA",Joe Biden,California
504,," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",Nana_Roxie1,"Montebello, CA",Joe Biden,California
505,," If you're asking Joe ""Medicare for All is too much"" Biden if he's a socialist, but you're not asking Donald ""send in fed…",stephhasnoname,"Panama City, FL",Joe Biden,Florida
506,, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…,Parson_CR,"Florida, USA",Joe Biden,Florida
517,,Joe Biden must keep on the straight and narrow to deliver on his lead in the polls ,theurbantwist,"Baltimore, MD",Joe Biden,Maryland
524,," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",Saintsn80smusic,Mississippi,Joe Biden,Mississippi
525,," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…",1kathyr,"Lacey, WA",Joe Biden,Washington
528,," With Joe Biden’s economic policies, America would lose 5 MILLION jobs &amp; income for American families would drop by $6,500 a…",PatriotManPaul,"Michigan, USA",Joe Biden,Michigan
531,," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…",SirWilson72,"Oklahoma, USA",Joe Biden,Oklahoma
536,," If you're hoping for a big difference between a Donald Trump Presidency and a Joe Biden Presidency, you will be sadly mi…",kitsune_ichigo,"Michigan, USA",Joe Biden,Michigan
541,," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",judyguzan,Kansas ,Joe Biden,Kansas
543,,   Congress on BOTH sides of the aisle makes too much money from our cur… ,Mary_M_Hicks,"Pittsburgh, PA",Joe Biden,Pennsylvania
546,, Donald Trump voted early. Joe Biden voted early. Mitch McConnell voted early. Amy McGrath voted early. Andy Beshear voted e…,ryanthestephens,"Rock Hill, SC",Joe Biden,South Carolina
547,, BREAKING:DOJ officials confirm Hunter Biden and his business associates are currently under ACTIVE criminal investigat…,TheTristanJohns,"Virginia, USA",Joe Biden,Virginia
553,, BREAKING NEWS: Several Queens Village (NY) residents are receiving pre-filled out ballots for Joe Biden and being told to j…,Lucy09653961,"California, USA",Joe Biden,California
555,," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…",KatP147369,"Katy, TX",Joe Biden,Texas
558,, Joe Biden said he couldn’t get anything done during his last eight years because he had a Republican Congress.…,venetorun,"Boston, MA",Joe Biden,Massachusetts
563,," If Joe Biden Wins Florida, It’s Over...Joe Biden Will Be Our Next President!Come On Florida, Let’s Do This!#FlipFlorid…",Jenny1959a,"Orlando, Florida",Joe Biden,Florida
566,," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…",ClaudiaPiu,"New York, NY.",Joe Biden,New York
568,," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",overhills1,"Raleigh, NC",Joe Biden,North Carolina
570,, You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…,bam33rl,Florida ,Joe Biden,Florida
571,," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",KirchmannLinda,Idaho,Joe Biden,Idaho
572,," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…",RobBittick,"Greater Houston Area, TX",Joe Biden,Texas
574,,   Glenn Greenwald will explain the corruption in modern journalism to you. ,CliffFiscalCT,"Connecticut, USA",Joe Biden,Connecticut
578,,I’ve yet to have anyone give me an actual reason they are voting for Joe Biden that doesn’t involve Trumps name ...… ,datwew,"Florida, USA",Joe Biden,Florida
